Timestamp,EyeLandmarkX,EyeLandmarkY,HandLandmarkX,HandLandmarkY
1705691771.7699313,0.37455612421035767,0.6165416836738586,0.8154167532920837,0.9789547920227051
1705691771.8419745,0.3708728551864624,0.61761075258255,0.841468334197998,0.9292517900466919
1705691771.878929,0.3710289001464844,0.6188235878944397,0.847200334072113,0.9421389102935791
1705691771.9362469,0.3711608946323395,0.6200141310691833,0.8564279675483704,0.9145568609237671
1705691771.9864602,0.37004122138023376,0.6197370290756226,0.8558103442192078,0.915440559387207
1705691772.0363724,0.37000882625579834,0.6198650598526001,0.8624539375305176,0.923404335975647
1705691772.1284873,0.3698788583278656,0.6190651655197144,0.866090714931488,0.9305922985076904
1705691772.1765735,0.36921125650405884,0.6189289093017578,0.8660740852355957,0.9318237900733948
1705691772.2225893,0.3692331612110138,0.6189779043197632,0.8661096692085266,0.9324978590011597
1705691772.2685149,0.3693590760231018,0.6189945936203003,0.8663569092750549,0.9321405291557312
1705691772.3178425,0.3696298599243164,0.6186155676841736,0.8646785020828247,0.9358336925506592
1705691772.361476,0.3701474070549011,0.6170712113380432,0.8654184341430664,0.9395164847373962
1705691772.4364748,0.37007468938827515,0.6160827279090881,0.8293206095695496,0.9301413297653198
1705691772.484381,0.37049925327301025,0.6165257692337036,0.8179874420166016,0.9217487573623657
1705691772.531876,0.3695460855960846,0.618042528629303,0.9148209095001221,0.8803660869598389
1705691772.5796475,0.369845449924469,0.6180492639541626,0.9109835624694824,0.8757305145263672
1705691772.641004,0.3720043897628784,0.6192724108695984,0.9183394908905029,0.8424367904663086
1705691772.6881864,0.3711578845977783,0.6194742918014526,0.9147824048995972,0.8427568674087524
1705691772.7365594,0.37182724475860596,0.6195300817489624,0.9174930453300476,0.8401865363121033
1705691772.7853894,0.3721131384372711,0.6193479299545288,0.9154271483421326,0.8383014798164368
1705691772.8304253,0.37157145142555237,0.6198065876960754,0.9153347015380859,0.8364980816841125
1705691772.8754308,0.37103357911109924,0.6193690299987793,0.9015100002288818,0.8393756151199341
1705691772.9232378,0.37074363231658936,0.6193906664848328,0.8998816013336182,0.8325799107551575
1705691772.968687,0.3731080889701843,0.61976158618927,0.8985700011253357,0.8342978954315186
1705691773.0151908,0.37344902753829956,0.6196333169937134,0.8956888318061829,0.8309304714202881
1705691773.0639265,0.3726707398891449,0.6185400485992432,0.8910151720046997,0.8268122673034668
1705691773.1094623,0.3728436529636383,0.6183779835700989,0.8908715844154358,0.8217237591743469
1705691773.1568525,0.3713863492012024,0.6167984008789062,0.890324592590332,0.8266147971153259
1705691773.2047799,0.3725099563598633,0.6167348623275757,0.8912947773933411,0.8260707855224609
1705691773.2496588,0.37289106845855713,0.6170289516448975,0.8876135349273682,0.8288016319274902
1705691773.3324237,0.3719763159751892,0.6169142127037048,0.8768864870071411,0.8220469355583191
1705691773.374357,0.3722842037677765,0.616864800453186,0.8752837181091309,0.8183844089508057
1705691773.42214,0.37216490507125854,0.6168538331985474,0.874362051486969,0.8152340650558472
1705691773.4684093,0.372053325176239,0.6168548464775085,0.8734014630317688,0.8130917549133301
1705691773.515115,0.37441113591194153,0.6159349083900452,0.8684910535812378,0.8153570890426636
1705691773.5622437,0.37479498982429504,0.6163201332092285,0.8575862050056458,0.8123716711997986
1705691773.631519,0.3755003809928894,0.6184467673301697,0.8382430672645569,0.809868335723877
1705691773.681465,0.3754129111766815,0.6175845861434937,0.8365788459777832,0.8006266951560974
1705691773.7271035,0.3755849003791809,0.6178309321403503,0.8376303315162659,0.8012553453445435
1705691773.77359,0.37716761231422424,0.6185959577560425,0.8301627039909363,0.8215864896774292
1705691773.839988,0.3770925998687744,0.6203281879425049,0.8260955810546875,0.8602985143661499
1705691773.8836672,0.3777329921722412,0.6194044351577759,0.8342772126197815,0.8540815114974976
1705691773.929877,0.378682941198349,0.6211296319961548,0.7646524310112,0.8640664219856262
1705691773.9766948,0.3783339560031891,0.6215401291847229,0.7568286657333374,0.855393648147583
1705691774.0232286,0.3795369267463684,0.6248434782028198,0.7495638132095337,0.8688762187957764
1705691774.0696933,0.3788455128669739,0.6247609853744507,0.7437537908554077,0.8763003349304199
1705691774.1156647,0.37810182571411133,0.6224992871284485,0.7449880838394165,0.8803144097328186
1705691774.1635616,0.37923508882522583,0.6220455169677734,0.7448396682739258,0.8804141283035278
1705691774.2122612,0.3802843689918518,0.6224812865257263,0.7420475482940674,0.8771764039993286
1705691774.2564352,0.3792364001274109,0.6227656006813049,0.7431780695915222,0.8774691820144653
1705691774.3035562,0.3806648254394531,0.6226003766059875,0.7447526454925537,0.8761648535728455
1705691774.3497803,0.38248467445373535,0.6228045225143433,0.7470231652259827,0.8736492395401001
1705691774.396925,0.38188767433166504,0.6225690245628357,0.7462366223335266,0.8738514184951782
1705691774.4436736,0.38285017013549805,0.623686671257019,0.745736837387085,0.8685650825500488
1705691774.491284,0.38187918066978455,0.6230326890945435,0.7474673986434937,0.8704676032066345
1705691774.5370724,0.384637713432312,0.621901273727417,0.7464525103569031,0.8650567531585693
1705691774.5845983,0.3855098485946655,0.6241194605827332,0.7460507154464722,0.8640460968017578
1705691774.6196153,0.38598954677581787,0.6254189014434814,0.7462452054023743,0.8580307960510254
1705691774.6809652,0.38543814420700073,0.6258593797683716,0.7446010112762451,0.8590165376663208
1705691774.7264774,0.3873034715652466,0.6264899373054504,0.7499232888221741,0.8546460866928101
1705691774.772751,0.38928085565567017,0.6273611783981323,0.7509597539901733,0.848726212978363
1705691774.8336973,0.39348530769348145,0.6271824240684509,0.7487281560897827,0.8432142734527588
1705691774.881053,0.3939589560031891,0.6270020008087158,0.7485700845718384,0.8453090786933899
1705691774.9284346,0.3940960466861725,0.6269028186798096,0.7485401630401611,0.8457443714141846
1705691774.9749062,0.39602792263031006,0.6267302632331848,0.7511651515960693,0.8426495790481567
1705691775.021886,0.39621418714523315,0.626544713973999,0.7517075538635254,0.846491813659668
1705691775.0689394,0.40268006920814514,0.6262562274932861,0.7487170696258545,0.8437516093254089
1705691775.1161597,0.4173716604709625,0.6269276738166809,0.7359957695007324,0.8480219841003418
1705691775.1693397,0.42852792143821716,0.6271939277648926,0.703587532043457,0.8712884187698364
1705691775.211734,0.4300704002380371,0.6293437480926514,0.6954163312911987,0.8674935102462769
1705691775.2566643,0.4287453889846802,0.6280757188796997,0.6939509510993958,0.8672589063644409
1705691776.050866,0.4286167621612549,0.700381875038147,0.6417875289916992,0.8589814901351929
1705691776.1475632,0.4197130799293518,0.6549051403999329,0.6698355674743652,0.8654857277870178
1705691776.192901,0.4217584431171417,0.6517447829246521,0.6892358660697937,0.8625616431236267
1705691776.233014,0.41131287813186646,0.6482270359992981,0.7252144813537598,0.8845673203468323
1705691776.279819,0.4126598536968231,0.6480199694633484,0.7362795472145081,0.8940250277519226
1705691776.335084,0.4010019898414612,0.6449941992759705,0.7556998133659363,0.8298677802085876
1705691776.335084,0.4010019898414612,0.6449941992759705,0.7606407403945923,0.904092013835907
1705691776.3588457,0.3966052234172821,0.6446403861045837,0.7657788991928101,0.9239906668663025
1705691776.4046214,0.395832359790802,0.6451315879821777,0.7643612027168274,0.925137996673584
1705691776.4512138,0.3954419791698456,0.6442983150482178,0.7713996171951294,0.9499077200889587
1705691776.4967687,0.39520931243896484,0.6442441940307617,0.7670142650604248,0.9532375335693359
1705691776.5444775,0.3914702534675598,0.641105055809021,0.7700073719024658,0.9717025756835938
1705691776.591846,0.39100348949432373,0.6410689949989319,0.7682883739471436,0.9689393043518066
1705691776.6383505,0.38908395171165466,0.6389843225479126,0.7715042233467102,0.9889087080955505
1705691776.676564,0.38793474435806274,0.6397209763526917,0.7704810500144958,0.9851090312004089
1705691776.7486336,0.3812936842441559,0.6383196115493774,0.785683274269104,1.0425115823745728
1705691776.8079705,0.379645973443985,0.6400766372680664,0.832576334476471,1.0844682455062866
1705691776.869333,0.3799762725830078,0.6398897171020508,0.8301068544387817,1.0855998992919922
